,,Kt1,Kt2,Kt3,Kt4,Kt5,Kt6,Kt7,Kt8,Kt9,Kt10,Kt11,Kt12,Kt13,Kt14,Kt15,,,,,,
Sr1,Ktr130,0.706548121,0.795541104,0.839059931,0.85005253,0.841466826,0.826250745,0.817352214,0.823858506,0.839414278,0.853803532,0.859246245,0.857706286,0.853583496,0.850504256,0.849001096,,,,,,
Sr1,Ktr131,0.599532236,0.77803448,0.865702809,0.887845389,0.869770392,0.836785984,0.814200336,0.819941076,0.842413673,0.862643055,0.866446437,0.858810179,0.849512926,0.846132176,0.847440836,,,,,,
Sr1,Ktr132,0.495984502,0.759776117,0.890230698,0.924064679,0.897994495,0.848736581,0.813007373,0.816967644,0.844555525,0.869153485,0.871025771,0.857963737,0.844640512,0.842120024,0.847029371,,,,,,
Sr1,Ktr133,0.449343598,0.753803731,0.904982861,0.944810437,0.915215908,0.858128722,0.815478327,0.817260672,0.845737698,0.871237846,0.871813559,0.856413284,0.84170947,0.840119949,0.84704409,,,,,,
Sr1,Ktr134,0.494722077,0.768831738,0.905030477,0.940901399,0.914027606,0.861992203,0.822378295,0.822172327,0.845974122,0.867786844,0.868325787,0.855154757,0.842549691,0.841126703,0.846862621,,,,,,
Sr1,Ktr135,0.593927988,0.796281368,0.896372403,0.922031075,0.901087365,0.861371255,0.830712727,0.829173596,0.845743005,0.861641931,0.862825136,0.854182521,0.845337769,0.843505434,0.84626355,,,,,,
Sr1,Ktr136,0.690443254,0.823250552,0.887739413,0.902611671,0.88656916,0.858313714,0.836547168,0.834765168,0.845638621,0.856632244,0.858260965,0.853240549,0.847336972,0.844963892,0.845125704,,,,,,
Sr1,Ktr137,0.742053282,0.839725867,0.885248464,0.893197028,0.878147512,0.854675871,0.837358057,0.836597389,0.84610664,0.855425945,0.856648598,0.852080512,0.846580757,0.843911305,0.843445742,,,,,,
Sr1,Ktr138,0.763757414,0.847248473,0.884561243,0.888907525,0.873499117,0.851547819,0.83626543,0.836919216,0.846998308,0.856047307,0.856267239,0.850484851,0.844183321,0.841562836,0.841691641,,,,,,
Sr1,Ktr139,0.784858476,0.850248177,0.87872562,0.881005175,0.867801214,0.849828104,0.837800218,0.839129258,0.848016268,0.855359626,0.854462061,0.848243707,0.842029048,0.839835128,0.840449213,,,,,,
Sr1,Ktr140,0.826479448,0.852402105,0.863315518,0.863622136,0.857724408,0.850024783,0.844925708,0.845419166,0.848855262,0.851173636,0.849450437,0.845307848,0.841504562,0.840060387,0.840039586,,,,,,
Sr1,Ktr141,0.877023923,0.854376663,0.844009083,0.842371134,0.845912771,0.851083946,0.854334611,0.853152747,0.849178442,0.845089812,0.842938539,0.842270574,0.842005431,0.841233066,0.839725176,,,,,,
Sr1,Ktr142,0.916715648,0.856085579,0.829010516,0.825735042,0.836503741,0.851561196,0.861151991,0.858486849,0.848641063,0.839656063,0.83750474,0.839885814,0.842429465,0.841763184,0.838503715,,,,,,
Sr1,Ktr143,0.928762687,0.857132266,0.824917301,0.820684164,0.832999225,0.850428855,0.861539426,0.858390793,0.847016755,0.836944598,0.835182338,0.838660922,0.841792028,0.840364872,0.835678828,,,,,,
Sr1,Ktr144,0.908310361,0.855878885,0.831900057,0.828138543,0.83635901,0.848326124,0.85580455,0.853083787,0.844552659,0.837124825,0.83582435,0.838116943,0.839578723,0.836968729,0.831777686,,,,,,
Sr1,Ktr145,0.853488309,0.850377286,0.848522686,0.847505659,0.846907355,0.846308922,0.845291512,0.843597515,0.841614293,0.83989045,0.838738717,0.837528344,0.83539271,0.831809464,0.827633353,,,,,,
Sr1,Ktr146,0.769114717,0.839932522,0.871960066,0.876182233,0.863583907,0.845149973,0.831865314,0.831446166,0.838534168,0.844502313,0.842939485,0.83629815,0.829246667,0.825373861,0.82395041,,,,,,
Sr1,Ktr147,0.686761971,0.828862462,0.893830971,0.903521958,0.879789882,0.844489203,0.81947438,0.820073952,0.835512775,0.848489785,0.846265106,0.834343607,0.822791346,0.819156976,0.820919533,,,,,,
Sr1,Ktr148,0.644691006,0.82273818,0.904365153,0.916867773,0.887541887,0.843683344,0.81258799,0.813407593,0.832717598,0.848949373,0.846260135,0.831710519,0.818087014,0.814905937,0.818602919,,,,,,
Sr1,Ktr149,0.667909056,0.825284666,0.897258313,0.907973267,0.881572798,0.842200175,0.813998669,0.813934011,0.830261776,0.844060004,0.841424078,0.828518775,0.816526213,0.813749735,0.816977556,,,,,,
Sr1,Ktr150,0.728408553,0.832842573,0.880069954,0.886234637,0.867480567,0.839951687,0.819791938,0.818380946,0.828041059,0.836330307,0.834076254,0.825184597,0.816830568,0.814344809,0.8156796,,,,,,
Sr1,Ktr151,0.784928223,0.83990647,0.863825529,0.865458734,0.853579419,0.836960917,0.824376563,0.822036343,0.825896853,0.829351338,0.827490931,0.822198295,0.817053977,0.814729464,0.814259998,,,,,,
Sr1,Ktr152,0.806363207,0.842250358,0.856762347,0.856028886,0.846179686,0.833344458,0.823652915,0.821421609,0.823714467,0.825782256,0.824082623,0.819900748,0.815728689,0.813433896,0.812385382,,,,,,
Sr1,Ktr153,0.802234282,0.840765965,0.855965132,0.85463434,0.843576144,0.829593101,0.819487768,0.817992,0.821554843,0.824554643,0.822826824,0.818035124,0.813300358,0.810955873,0.810185124,,,,,,
Sr1,Ktr154,0.792218636,0.837624453,0.855730464,0.854540823,0.84205968,0.82629119,0.815239503,0.814436233,0.819522826,0.823668191,0.821839271,0.816195161,0.810692991,0.808285052,0.807904282,,,,,,
Sr1,Ktr155,0.791434109,0.834616798,0.851823107,0.85067905,0.838810643,0.823843901,0.813404838,0.812752421,0.817677425,0.821603573,0.819694569,0.814074028,0.808605543,0.806171742,0.805731395,,,,,,
Sr1,Ktr156,0.796761148,0.832013247,0.845880567,0.844639697,0.834567228,0.821939748,0.813033847,0.812176259,0.815894293,0.818765404,0.816802788,0.81176261,0.80683678,0.804408844,0.803628921,,,,,,
Sr1,Ktr157,0.800520852,0.82970386,0.841008534,0.839678427,0.830957091,0.82008808,0.812314946,0.811252833,0.814003247,0.816039283,0.814032864,0.809451221,0.804960414,0.802549909,0.801502801,,,,,,
Sr1,Ktr158,0.797447028,0.827546835,0.839251299,0.837955803,0.829055729,0.817946461,0.810023381,0.809004325,0.811896931,0.814031293,0.811978286,0.807271927,0.802687019,0.800285651,0.799279059,,,,,,
Sr1,Ktr159,0.791924319,0.825272913,0.838407551,0.837251993,0.827729997,0.815765321,0.807281723,0.806361275,0.809719305,0.812229453,0.810130751,0.805123799,0.80027459,0.797855452,0.79696406,,,,,,
Sr1,Ktr160,0.790750077,0.822580968,0.835214579,0.834252068,0.825294591,0.813943307,0.805799374,0.80473132,0.807677156,0.809842265,0.807706508,0.802847661,0.79811798,0.795635859,0.794584253,,,,,,
Sr1,Ktr161,0.798838787,0.819458725,0.827552901,0.826720545,0.820560889,0.812673161,0.806656592,0.805018579,0.805899189,0.806346655,0.804183093,0.80032616,0.796467394,0.793882196,0.79218141,,,,,,
Sr1,Ktr162,0.813573464,0.817049294,0.817875955,0.816739755,0.814326999,0.811323996,0.808417054,0.806113129,0.804201787,0.802293242,0.800083188,0.797609229,0.794994448,0.792364907,0.789858598,,,,,,
Sr1,Ktr163,0.830454259,0.816784637,0.809780411,0.807471474,0.807887715,0.809059024,0.809015292,0.806401531,0.802323248,0.798501069,0.796190761,0.794788627,0.793226109,0.790733213,0.787734204,,,,,,
Sr1,Ktr164,0.841348419,0.818556315,0.80659394,0.802440398,0.803074792,0.805476227,0.806623807,0.804365975,0.800028534,0.795806625,0.793338393,0.792033993,0.790746583,0.788598902,0.785792001,,,,,,
Sr1,Ktr165,0.823591587,0.816094313,0.810568219,0.806622873,0.803867839,0.801912683,0.800366971,0.798871157,0.797189258,0.795116178,0.792553122,0.789826502,0.787369029,0.78542403,0.783477296,,,,,,
Sr1,Ktr166,0.750886505,0.801588215,0.823685929,0.825358163,0.814783431,0.800140247,0.789607125,0.788877401,0.793703693,0.79735344,0.7949106,0.788725213,0.782963842,0.780633219,0.780100779,,,,,,
Sr1,Ktr167,0.614301704,0.771629148,0.845748039,0.859888854,0.837282069,0.801158159,0.7747476,0.774486563,0.789633996,0.80265454,0.800604506,0.788906877,0.777576306,0.774025086,0.775256083,,,,,,
Sr1,Ktr168,0.47436887,0.740414395,0.867828675,0.895070827,0.860599969,0.802875216,0.760355687,0.760366634,0.785697851,0.808005269,0.806300642,0.789019014,0.771951256,0.76689421,0.76966861,,,,,,
Sr1,Ktr169,0.408985482,0.726542781,0.878820253,0.911663287,0.870917274,0.802427604,0.752039667,0.752327137,0.782776828,0.809603836,0.807782839,0.787326839,0.767008418,0.760909164,0.764346703,,,,,,
Sr1,Ktr170,0.469266291,0.742103745,0.871286227,0.896914035,0.859087469,0.797906826,0.753472406,0.754151717,0.781381105,0.804864126,0.802212598,0.782671392,0.763393641,0.757261709,0.760074871,,,,,,
Sr1,Ktr171,0.599195162,0.773149198,0.852474214,0.864025261,0.834657392,0.791225659,0.760585112,0.761520494,0.780535307,0.796062743,0.792262089,0.776197017,0.760657293,0.75523635,0.756742283,,,,,,
Sr1,Ktr172,0.715973238,0.799221667,0.833302868,0.832687751,0.811847224,0.785252196,0.767373577,0.768087709,0.77889267,0.786691971,0.781981154,0.769623887,0.758075869,0.753640786,0.754014271,,,,,,
Sr1,Ktr173,0.757493598,0.805250878,0.822289107,0.81790469,0.801394032,0.782053539,0.769179617,0.769001665,0.775481068,0.779512201,0.774554028,0.764323843,0.755103526,0.751515468,0.751544111,,,,,,
Sr1,Ktr174,0.744417081,0.797715355,0.818342891,0.815928863,0.800102447,0.780492815,0.766729142,0.765386922,0.77082693,0.77435626,0.769702525,0.760275398,0.751905071,0.748831892,0.748936839,,,,,,
Sr1,Ktr175,0.718096467,0.788480818,0.817972441,0.818325456,0.801293988,0.778632157,0.762094087,0.759862101,0.765831323,0.77032508,0.766282852,0.757108733,0.748822972,0.745794309,0.745785436,,,,,,
Sr1,Ktr176,0.711557622,0.786526876,0.817786734,0.817911444,0.799475252,0.775052406,0.757217151,0.754751614,0.76126944,0.766592152,0.763225666,0.75441346,0.746083406,0.742563709,0.741783917,,,,,,
Sr1,Ktr177,0.724518781,0.789288673,0.81479777,0.812510965,0.793893154,0.770409232,0.753524094,0.751203038,0.757412968,0.76262119,0.759759409,0.751616908,0.743447367,0.739128038,0.737030447,,,,,,
Sr1,Ktr178,0.748371264,0.791315242,0.806118301,0.801199947,0.784979683,0.765877014,0.752311443,0.750069737,0.754407717,0.757948466,0.755186972,0.748105834,0.74055956,0.735431979,0.731724229,,,,,,
Sr1,Ktr179,0.774553113,0.788567208,0.790568384,0.784341097,0.773669803,0.76233896,0.754133024,0.751585985,0.75222997,0.752346638,0.749133344,0.743450229,0.737073133,0.731363775,0.726027402,,,,,,
Sr1,Ktr180,0.794689228,0.782651586,0.773797277,0.767444225,0.762910356,0.759513595,0.756571868,0.753509684,0.750177888,0.746533909,0.742511913,0.737953005,0.73267503,0.726585906,0.719953854,,,,,,
Sr1,Ktr181,0.80045123,0.776586987,0.76316154,0.75730592,0.756151155,0.756828274,0.756468306,0.75297964,0.7473801,0.741464872,0.736558166,0.732100306,0.727060642,0.720704414,0.713480409,,,,,,
Sr1,Ktr182,0.787355254,0.772718722,0.76350559,0.758257,0.755514095,0.753818018,0.751709912,0.748077982,0.743198689,0.737695554,0.732060218,0.726256787,0.720117486,0.713531189,0.706613373,,,,,,
Sr1,Ktr183,0.76629551,0.770698922,0.769625263,0.764765197,0.75780939,0.750448508,0.744373216,0.740660114,0.737929533,0.73418774,0.728016699,0.720301164,0.712501588,0.705701531,0.699476968,,,,,,
Sr1,Ktr184,0.752010724,0.76950642,0.773804252,0.768832472,0.758519334,0.74679309,0.737581992,0.733524758,0.732101964,0.729504651,0.722978864,0.71399066,0.705061101,0.69805659,0.692224899,,,,,,
Sr1,Ktr185,0.753648482,0.768044467,0.77065117,0.764978271,0.754535451,0.742832391,0.733378771,0.72854153,0.726116626,0.722757279,0.716033282,0.707180737,0.698352325,0.691149514,0.684968927,,,,,,
Sr1,Ktr186,0.75799182,0.764914002,0.764074313,0.757791968,0.74838618,0.738176163,0.729481132,0.723863618,0.719859432,0.715247702,0.708407766,0.700119792,0.691764158,0.684381444,0.67765305,,,,,,
Sr1,Ktr187,0.746232631,0.75864038,0.760306898,0.754380422,0.74400919,0.73234144,0.72252541,0.716715105,0.713087608,0.70882577,0.701865441,0.693154455,0.684393644,0.676865521,0.670179324,,,,,,
Sr1,Ktr188,0.707072356,0.748378222,0.763152942,0.759075554,0.743825095,0.725080604,0.710521117,0.705450649,0.70567311,0.704617387,0.697476558,0.686500461,0.675703125,0.668070857,0.662479081,,,,,,
Sr1,Ktr189,0.659250609,0.735799204,0.76669968,0.765109541,0.744186289,0.717087429,0.696970465,0.692947221,0.697946812,0.700852677,0.693539876,0.679849966,0.666616129,0.658890464,0.654600749,,,,,,
Sr1,Ktr190,0.629016548,0.723204263,0.762605146,0.762939622,0.739928113,0.709291043,0.686748837,0.683212368,0.690354318,0.695037818,0.687661278,0.672764229,0.658421479,0.650573328,0.646622032,,,,,,
Sr1,Ktr191,0.633506884,0.712252953,0.745628479,0.746513265,0.727787113,0.702329828,0.683021211,0.678844453,0.683196291,0.685576848,0.678301457,0.664946276,0.651902673,0.643831722,0.638473335,,,,,,
Sr1,Ktr192,0.653408541,0.702039291,0.722933223,0.723738846,0.712104666,0.695679192,0.68211093,0.676805084,0.676193632,0.674465249,0.667340336,0.656666205,0.645821896,0.63723107,0.629495874,,,,,,
Sr1,Ktr193,0.660295993,0.691015907,0.704784026,0.706014969,0.699123354,0.688523802,0.67863093,0.672646683,0.668922304,0.664596359,0.657512645,0.648335879,0.638436008,0.628800081,0.61888357,,,,,,
Sr1,Ktr194,0.635987349,0.678519529,0.698169511,0.700994164,0.693050356,0.680394955,0.669084829,0.663475133,0.661114161,0.657848495,0.650540406,0.640114924,0.628512773,0.617263769,0.606254106,,,,,,
Sr1,Ktr195,0.603275252,0.667423259,0.696974201,0.701344663,0.689951224,0.672210469,0.657538977,0.652610147,0.653124625,0.652039876,0.644094794,0.631154011,0.616863588,0.604132359,0.592920238,,,,,,
Sr1,Ktr196,0.59519598,0.661484295,0.691806597,0.695988623,0.683856109,0.665234792,0.649950409,0.644924898,0.64546501,0.643973696,0.634834279,0.62035157,0.604810753,0.59161238,0.580618487,,,,,,
Sr1,Ktr197,0.632933398,0.662949996,0.676432345,0.677633827,0.670807827,0.66020773,0.650086921,0.643451998,0.63832242,0.631470862,0.620599762,0.607130613,0.593414673,0.581283712,0.570491549,,,,,,
Sr1,Ktr198,0.690261718,0.668028354,0.657245671,0.65413055,0.654899872,0.655770519,0.652959372,0.643861799,0.630587117,0.61642313,0.603961892,0.593012466,0.582688167,0.572219637,0.561306836,,,,,,
Sr1,Ktr199,0.729102744,0.671417521,0.643797951,0.637114693,0.642238406,0.65003975,0.651389385,0.639984094,0.620825153,0.601739965,0.588673752,0.580043035,0.572382155,0.562866788,0.551237932,,,,,,
Sr1,Ktr200,0.722700573,0.669221159,0.642556964,0.634523147,0.636934871,0.641607293,0.640355575,0.627603255,0.608207387,0.589633403,0.57744499,0.569598849,0.562149939,0.551923107,0.538822756,,,,,,
Sr1,Ktr201,0.689588495,0.663164968,0.64765611,0.639496779,0.635121833,0.63096613,0.623464528,0.610321991,0.594323902,0.579525753,0.568811496,0.560378934,0.551254334,0.53909177,0.524056545,,,,,,
Sr1,Ktr202,0.659622094,0.656380158,0.650145196,0.641477444,0.630937139,0.619084519,0.606479822,0.593697589,0.581369588,0.57014189,0.560265725,0.550412938,0.538860533,0.524327262,0.507298868,,,,,,
Sr1,Ktr203,0.654899815,0.651241941,0.643518346,0.632820394,0.62023945,0.60686688,0.593794048,0.581855117,0.570855442,0.560343178,0.549759649,0.538118866,0.524328008,0.507674071,0.488963305,,,,,,
Sr1,Ktr204,0.666491548,0.647101528,0.631046952,0.617534458,0.605770685,0.594962273,0.584315862,0.573190753,0.561556901,0.549536923,0.537083324,0.523468151,0.507793338,0.489536688,0.469679479,,,,,,
Sr1,Ktr205,0.677710038,0.642554131,0.618446724,0.602541858,0.591993576,0.58395592,0.575582932,0.564668452,0.551565506,0.537266919,0.522486322,0.506820584,0.48958738,0.470409606,0.450131025,,,,,,
Sr1,Ktr206,0.67487496,0.63640165,0.610300247,0.593359778,0.58236927,0.574117752,0.56539425,0.553689767,0.539303207,0.523235446,0.506307048,0.488617306,0.470085201,0.450709136,0.430805213,,,,,,
Sr1,Ktr207,0.656333685,0.628272733,0.606657607,0.589885243,0.576352578,0.56445655,0.552594095,0.53940664,0.524513565,0.50777874,0.48923923,0.469624873,0.449838702,0.430538849,0.411403851,,,,,,
Sr1,Ktr208,0.623440508,0.618002717,0.606435765,0.590610239,0.572396724,0.553665805,0.536288068,0.521408607,0.507270547,0.491391524,0.47206543,0.450691191,0.429443994,0.409924136,0.391432378,,,,,,
Sr1,Ktr209,0.580367027,0.605708653,0.607727502,0.593110119,0.568543048,0.540712834,0.516306022,0.499931121,0.487884498,0.474384482,0.455206291,0.432352682,0.409383298,0.389032182,0.370730988,,,,,,
Sr1,Ktr210,0.542554034,0.592634457,0.605328873,0.5912937,0.561185355,0.525660254,0.495374817,0.477793292,0.467611263,0.456332145,0.437634795,0.413899822,0.389683278,0.368597362,0.35047888,,,,,,
Sr1,Ktr211,0.528259622,0.580305758,0.593211751,0.578153165,0.546305563,0.508844507,0.476945562,0.458460142,0.447943066,0.436625005,0.417962005,0.394311602,0.370256709,0.349495849,0.332190007,,,,,,
Sr1,Ktr212,0.547810533,0.569506173,0.567904419,0.549739717,0.521746512,0.490659247,0.463212367,0.44410072,0.429860766,0.41498937,0.39545156,0.373085012,0.351195568,0.332456821,0.317013386,,,,,,
Sr1,Ktr213,0.579808119,0.558051263,0.536160791,0.514340633,0.492794718,0.471726974,0.451341329,0.431700177,0.412299767,0.392494812,0.371977391,0.351789035,0.333308641,0.317621478,0.304638302,,,,,,
Sr1,Ktr214,0.59492238,0.543014576,0.50729119,0.483302208,0.466597616,0.452727399,0.437241543,0.41694769,0.393684108,0.370546719,0.350066002,0.332510653,0.31758392,0.30498403,0.294389109,,,,,,
Sr1,Ktr215,0.574244405,0.523058199,0.487972803,0.464459951,0.447991375,0.434038808,0.418073985,0.396958598,0.373114186,0.350352249,0.331671433,0.316818966,0.304729226,0.29447312,0.285667677,,,,,,
Sr1,Ktr216,0.540549622,0.503198372,0.474350279,0.451606226,0.432567097,0.414833774,0.396007142,0.374552876,0.352395829,0.332325644,0.316457856,0.304211552,0.294331711,0.285755138,0.278185947,,,,,,
Sr1,Ktr217,0.527034547,0.490039874,0.459935131,0.435022613,0.413604618,0.393983442,0.374461383,0.353976664,0.334011221,0.316682916,0.303516979,0.293668105,0.285698357,0.27843091,0.271733379,,,,,,
Sr1,Ktr218,0.551236186,0.486297572,0.440390813,0.408958974,0.387445121,0.37129232,0.355943636,0.338117036,0.319630083,0.303575241,0.292204164,0.284405266,0.278226153,0.272110971,0.266090039,,,,,,
Sr1,Ktr219,0.568053506,0.479126682,0.419988547,0.383538308,0.362675177,0.350298362,0.339307074,0.324424818,0.307672283,0.292894455,0.282929393,0.27658746,0.271672095,0.266444686,0.260998414,,,,,,
Sr1,Ktr220,0.516725964,0.451792507,0.405151491,0.372851896,0.350942702,0.335472886,0.322491429,0.308991774,0.295745226,0.284467557,0.276366301,0.270616057,0.265883186,0.261091125,0.256191595,,,,,,
Sr1,Ktr221,0.366374066,0.396043033,0.399534492,0.384491881,0.358558641,0.329378211,0.304594032,0.289809154,0.282465076,0.277962904,0.272636286,0.266549014,0.260697419,0.255794155,0.251417167,,,,,,
Sr1,Ktr222,0.2056425,0.337556989,0.395719131,0.400053845,0.370486051,0.326940667,0.289342612,0.272466163,0.270483029,0.272414278,0.269651781,0.263070637,0.25591675,0.250636812,0.246480669,,,,,,
Sr1,Ktr223,0.153057004,0.310495783,0.383518673,0.394634231,0.366351016,0.321177585,0.281622497,0.264451492,0.263459045,0.266696814,0.264772981,0.25852182,0.251334129,0.245786928,0.241202136,,,,,,
Sr1,Ktr224,0.281698439,0.336077914,0.356766013,0.352831186,0.333341882,0.30736655,0.28397364,0.27001289,0.263459199,0.260068751,0.256348668,0.251809809,0.246713964,0.241268864,0.235465981,,,,,,
Sr1,Ktr225,0.482868166,0.383750225,0.325372562,0.297249668,0.288896033,0.289826146,0.289554498,0.280434351,0.266174055,0.253320733,0.246681976,0.244107254,0.241706508,0.236533109,0.229414155,,,,,,
Sr1,Ktr226,0.60242267,0.410016645,0.303269359,0.25999634,0.258013114,0.27513521,0.289178154,0.283758925,0.265700299,0.247626504,0.239064623,0.237153159,0.23593347,0.230886683,0.22325299,,,,,,
Sr1,Ktr227,0.53502651,0.384849336,0.299631989,0.262798306,0.257772121,0.267977272,0.276837593,0.272002892,0.258026853,0.243689133,0.23565532,0.232134723,0.229222583,0.223963478,0.217199334,,,,,,
Sr1,Ktr228,0.370576534,0.332093385,0.30461422,0.28586444,0.273569443,0.265454631,0.259245403,0.253075448,0.246711602,0.240328991,0.234080734,0.228031925,0.222225652,0.216704882,0.211512084,,,,,,
Sr1,Ktr229,0.247777662,0.289062112,0.303614366,0.299024057,0.282880818,0.262774279,0.246294074,0.238859018,0.23720467,0.235895771,0.23083452,0.223272938,0.215800505,0.210379155,0.206460651,,,,,,
Sr1,Ktr230,0.267681383,0.283456121,0.286590383,0.280685993,0.269344774,0.25616855,0.244759145,0.237687773,0.233403212,0.229323627,0.223536406,0.2168058,0.210565282,0.205862025,0.202198013,,,,,,
Sr1,Ktr231,0.380725449,0.304525165,0.261738804,0.243577154,0.241251005,0.245971145,0.248948364,0.243702865,0.232992504,0.22188455,0.214310405,0.209657999,0.206179389,0.20245909,0.198411424,,,,,,
