,Kt1,Kt2,Kt3,Kt4,Kt5,Kt6,Kt7,Kt8,Kt9,Kt10,Kt11,Kt12,Kt13,Kt14,Kt15,Kt16,Kt17,Kt18,Kt19,Kt20,Kt21,Kt22,Kt23,Kt24,Kt25,Kt26,Kt27,Kt28,Kt29,Kt30,Kt31,Kt32,Kt33,Kt34,Kt35,Kt36,Kt37,Kt38,Kt39,Kt40,Kt41,Kt42,Kt43,Kt44
Ktr195,0.603275252,0.667423259,0.696974201,0.701344663,0.689951224,0.672210469,0.657538977,0.652610147,0.653124625,0.652039876,0.644094794,0.631154011,0.616863588,0.604132359,0.592920238,0.582449911,0.549839017,0.50755641,0.449645342,0.333451535,0.271645294,0.241969232,0.206665824,0.181657023,0.134871275,0.130553215,0.174867961,0.101742243,0.151371587,0.135606634,0.121080806,0.089899633,0.056677846,0.034995138,0.051933166,0.127807099,0.247533615,0.495045439,0.656262269,0.72898415,0.79465545,0.84825561,0.817839249,0.738556648
Ktr196,0.59519598,0.661484295,0.691806597,0.695988623,0.683856109,0.665234792,0.649950409,0.644924898,0.64546501,0.643973696,0.634834279,0.62035157,0.604810753,0.59161238,0.580618487,0.570806476,0.538540069,0.488836443,0.430168613,0.316905938,0.265744197,0.236125358,0.202930045,0.176798742,0.12569952,0.146923576,0.153918926,0.111700443,0.147478048,0.13353606,0.118460108,0.088724774,0.052799965,0.037115163,0.054416904,0.129213713,0.269522204,0.511552789,0.661363862,0.735732982,0.797739944,0.852472539,0.809835185,0.761249318
Ktr197,0.632933398,0.662949996,0.676432345,0.677633827,0.670807827,0.66020773,0.650086921,0.643451998,0.63832242,0.631470862,0.620599762,0.607130613,0.593414673,0.581283712,0.570491549,0.560272515,0.524330042,0.469364933,0.411005485,0.303934556,0.260539699,0.22916243,0.198692087,0.17065287,0.117881415,0.161233414,0.136820796,0.118850409,0.143923416,0.131649862,0.116342936,0.087355559,0.048797384,0.038688283,0.055253479,0.133674925,0.290835752,0.528563115,0.668020265,0.742303618,0.802524332,0.85662322,0.799163283,0.761311909
Ktr198,0.690261718,0.668028354,0.657245671,0.65413055,0.654899872,0.655770519,0.652959372,0.643861799,0.630587117,0.61642313,0.603961892,0.593012466,0.582688167,0.572219637,0.561306836,0.549767049,0.507590429,0.449636088,0.391883672,0.293878669,0.255831523,0.221908809,0.194163433,0.163184271,0.110747337,0.174624616,0.12264058,0.124208757,0.140978081,0.130279811,0.114385447,0.085659594,0.044740002,0.039701033,0.056258921,0.140293784,0.312037782,0.546062083,0.675375502,0.748680834,0.807863398,0.86101666,0.785432116,0.742279374
Ktr199,0.729102744,0.671417521,0.643797951,0.637114693,0.642238406,0.65003975,0.651389385,0.639984094,0.620825153,0.601739965,0.588673752,0.580043035,0.572382155,0.562866788,0.551237932,0.537877919,0.489133715,0.430048244,0.372410489,0.285633983,0.251377573,0.215451164,0.189771224,0.15448251,0.103305796,0.188963849,0.109482682,0.12947381,0.138768728,0.129724514,0.112097851,0.083549108,0.040718616,0.040241388,0.059850357,0.147371609,0.334121427,0.563937849,0.682099894,0.754857006,0.812101142,0.865918883,0.768696256,0.710594009
Ktr200,0.722700573,0.669221159,0.642556964,0.634523147,0.636934871,0.641607293,0.640355575,0.627603255,0.608207387,0.589633403,0.57744499,0.569598849,0.562149939,0.551923107,0.538822756,0.523523182,0.469721981,0.410860108,0.352524974,0.278282137,0.246898913,0.210550584,0.185761642,0.144778839,0.095089042,0.205176464,0.096137764,0.135873884,0.137389292,0.130107408,0.109126555,0.080969589,0.036874016,0.040426481,0.067769166,0.15370113,0.357673436,0.581932936,0.687268312,0.760854513,0.814194803,0.871043494,0.749464367,0.674662147
Ktr201,0.689588495,0.663164968,0.64765611,0.639496779,0.635121833,0.63096613,0.623464528,0.610321991,0.594323902,0.579525753,0.568811496,0.560378934,0.551254334,0.53909177,0.524056545,0.506941773,0.449915679,0.39177187,0.33349309,0.271648505,0.241969224,0.206665821,0.181657024,0.134871275,0.087724264,0.220422559,0.08414153,0.142757253,0.136802706,0.130851243,0.105662735,0.077999579,0.03354696,0.040490088,0.079053745,0.160040728,0.381655021,0.599207319,0.691573816,0.76681573,0.815554587,0.873894429,0.730061505,0.650746261
Ktr202,0.659622094,0.656380158,0.650145196,0.641477444,0.630937139,0.619084519,0.606479822,0.593697589,0.581369588,0.57014189,0.560265725,0.550412938,0.538860533,0.524327262,0.507298868,0.488702844,0.430224856,0.372344095,0.316912526,0.265744394,0.236125344,0.202930045,0.176798742,0.12569952,0.08336239,0.230920918,0.075715945,0.149002182,0.136939154,0.1312036,0.102033763,0.074750882,0.031128199,0.040695145,0.092066742,0.167640197,0.404621005,0.614775338,0.696114015,0.772913034,0.818203938,0.871423209,0.713266822,0.657072863
Ktr203,0.654899815,0.651241941,0.643518346,0.632820394,0.62023945,0.60686688,0.593794048,0.581855117,0.570855442,0.560343178,0.549759649,0.538118866,0.524328008,0.507674071,0.488963305,0.469381774,0.410993891,0.352479704,0.303928485,0.260538712,0.229162415,0.198692089,0.17065287,0.117881415,0.083768463,0.233615102,0.072595602,0.153633669,0.137633321,0.130572783,0.098549406,0.071323616,0.029921946,0.041311636,0.105134263,0.177604323,0.425458281,0.627825773,0.701728115,0.779160964,0.82355639,0.861818377,0.701324443,0.701173843
Ktr204,0.666491548,0.647101528,0.631046952,0.617534458,0.605770685,0.594962273,0.584315862,0.573190753,0.561556901,0.549536923,0.537083324,0.523468151,0.507793338,0.489536688,0.469679479,0.449578858,0.39190449,0.33345106,0.293876223,0.25583078,0.221908798,0.194163434,0.163184271,0.110747337,0.089163981,0.228347775,0.07456561,0.15626365,0.138337903,0.129009984,0.095449025,0.067771158,0.029886273,0.042637742,0.116436234,0.190457874,0.444382009,0.638245163,0.70822171,0.784942705,0.830585821,0.848216574,0.694338383,0.747802601
Ktr205,0.677710038,0.642554131,0.618446724,0.602541858,0.591993576,0.58395592,0.575582932,0.564668452,0.551565506,0.537266919,0.522486322,0.506820584,0.48958738,0.470409606,0.450131025,0.429900618,0.372472688,0.316872886,0.285638512,0.251377519,0.215451159,0.189771225,0.15448251,0.103305796,0.099384559,0.215686381,0.080923708,0.156650793,0.1384101,0.126727121,0.092954374,0.064135202,0.030892713,0.044978696,0.124116037,0.206580609,0.461939412,0.646094489,0.71514199,0.789483606,0.837656196,0.834991467,0.691877629,0.751017917
Ktr206,0.67487496,0.63640165,0.610300247,0.593359778,0.58236927,0.574117752,0.56539425,0.553689767,0.539303207,0.523235446,0.506307048,0.488617306,0.470085201,0.450709136,0.430805213,0.410768962,0.35256732,0.303903077,0.278287041,0.246899205,0.210550582,0.185761642,0.14477884,0.095089042,0.113879545,0.196750461,0.090686023,0.154758811,0.137397173,0.123965102,0.091191004,0.060444725,0.032747434,0.048390615,0.127145109,0.226024906,0.478665378,0.651676655,0.722102744,0.792372912,0.843491477,0.825350877,0.693186495,0.682519578
Ktr207,0.656333685,0.628272733,0.606657607,0.589885243,0.576352578,0.56445655,0.552594095,0.53940664,0.524513565,0.50777874,0.48923923,0.469624873,0.449838702,0.430538849,0.411403851,0.391867341,0.33346842,0.293872218,0.271649186,0.241969536,0.206665818,0.181657023,0.134871275,0.087724264,0.130553215,0.174867961,0.101742243,0.151371587,0.135606634,0.121080806,0.089899633,0.056677846,0.034995138,0.051933166,0.127807099,0.247533615,0.495045439,0.656262269,0.72898415,0.79465545,0.84825561,0.817839249,0.69621059,0.584571396
Ktr208,0.623440508,0.618002717,0.606435765,0.590610239,0.572396724,0.553665805,0.536288068,0.521408607,0.507270547,0.491391524,0.47206543,0.450691191,0.429443994,0.409924136,0.391432378,0.372694593,0.316808819,0.285654069,0.265741244,0.236125564,0.202930037,0.176798742,0.12569952,0.08336239,0.146923576,0.153918926,0.111700443,0.147478048,0.13353606,0.118460108,0.088724774,0.052799965,0.037115163,0.054416904,0.129213713,0.269522204,0.511552789,0.661363862,0.735732982,0.797739944,0.852472539,0.809835185,0.698570849,0.517078192
Ktr209,0.580367027,0.605708653,0.607727502,0.593110119,0.568543048,0.540712834,0.516306022,0.499931121,0.487884498,0.474384482,0.455206291,0.432352682,0.409383298,0.389032182,0.370730988,0.353085768,0.303764649,0.278313185,0.2605358,0.2291626,0.198692072,0.17065287,0.117881415,0.083768463,0.161233414,0.136820796,0.118850409,0.143923416,0.131649862,0.116342936,0.087355559,0.048797384,0.038688283,0.055253479,0.133674925,0.290835752,0.528563115,0.668020265,0.742303618,0.802524332,0.85662322,0.799163283,0.698682314,0.521501504
Ktr210,0.542554034,0.592634457,0.605328873,0.5912937,0.561185355,0.525660254,0.495374817,0.477793292,0.467611263,0.456332145,0.437634795,0.413899822,0.389683278,0.368597362,0.35047888,0.334220786,0.29368523,0.271677315,0.255830596,0.221908997,0.194163408,0.163184273,0.110747336,0.089163981,0.174624616,0.12264058,0.124208757,0.140978081,0.130279811,0.114385447,0.085659594,0.044740002,0.039701033,0.056258921,0.140293784,0.312037782,0.546062083,0.675375502,0.748680834,0.807863398,0.86101666,0.785432116,0.698136458,0.56552975
Ktr211,0.528259622,0.580305758,0.593211751,0.578153165,0.546305563,0.508844507,0.476945562,0.458460142,0.447943066,0.436625005,0.417962005,0.394311602,0.370256709,0.349495849,0.332190007,0.317615778,0.28546318,0.265765004,0.251379665,0.215451366,0.189771196,0.154482512,0.103305796,0.099384559,0.188963849,0.109482682,0.12947381,0.138768728,0.129724514,0.112097851,0.083549108,0.040718616,0.040241388,0.059850357,0.147371609,0.334121427,0.563937849,0.682099894,0.754857006,0.812101142,0.865918883,0.768696256,0.699318857,0.598408068
Ktr212,0.547810533,0.569506173,0.567904419,0.549739717,0.521746512,0.490659247,0.463212367,0.44410072,0.429860766,0.41498937,0.39545156,0.373085012,0.351195568,0.332456821,0.317013386,0.304377631,0.278172462,0.260551269,0.246901156,0.210550753,0.185761621,0.144778841,0.095089042,0.113879545,0.205176464,0.096137764,0.135873884,0.137389292,0.130107408,0.109126555,0.080969589,0.036874016,0.040426481,0.067769166,0.15370113,0.357673436,0.581932936,0.687268312,0.760854513,0.814194803,0.871043494,0.749464367,0.703527909,0.582894537
Ktr213,0.579808119,0.558051263,0.536160791,0.514340633,0.492794718,0.471726974,0.451341329,0.431700177,0.412299767,0.392494812,0.371977391,0.351789035,0.333308641,0.317621478,0.304638302,0.293976241,0.271612417,0.255837007,0.241969681,0.206665929,0.181657015,0.134871275,0.087724264,0.130553215,0.220422559,0.08414153,0.142757253,0.136802706,0.130851243,0.105662735,0.077999579,0.03354696,0.040490088,0.079053745,0.160040728,0.381655021,0.599207319,0.691573816,0.76681573,0.815554587,0.873894429,0.730061505,0.707713277,0.535798995
Ktr214,0.59492238,0.543014576,0.50729119,0.483302208,0.466597616,0.452727399,0.437241543,0.41694769,0.393684108,0.370546719,0.350066002,0.332510653,0.31758392,0.30498403,0.294389109,0.28547226,0.265763731,0.251379585,0.23612397,0.202930097,0.176798743,0.12569952,0.083362391,0.146923576,0.230920918,0.075715945,0.149002182,0.136939154,0.1312036,0.102033763,0.074750882,0.031128199,0.040695145,0.092066742,0.167640197,0.404621005,0.614775338,0.696114015,0.772913034,0.818203938,0.871423209,0.713266822,0.707737441,0.487444224
Ktr215,0.574244405,0.523058199,0.487972803,0.464459951,0.447991375,0.434038808,0.418073985,0.396958598,0.373114186,0.350352249,0.331671433,0.316818966,0.304729226,0.29447312,0.285667677,0.278066458,0.260573177,0.246899478,0.229160616,0.198692114,0.170652874,0.117881414,0.083768463,0.161233414,0.233615102,0.072595602,0.153633669,0.137633321,0.130572783,0.098549406,0.071323616,0.029921946,0.041311636,0.105134263,0.177604323,0.425458281,0.627825773,0.701728115,0.779160964,0.82355639,0.861818377,0.701324443,0.700576108,0.460212136
Ktr216,0.540549622,0.503198372,0.474350279,0.451606226,0.432567097,0.414833774,0.396007142,0.374552876,0.352395829,0.332325644,0.316457856,0.304211552,0.294331711,0.285755138,0.278185947,0.27152008,0.255851882,0.241969596,0.221907676,0.194163452,0.163184273,0.110747336,0.089163981,0.174624616,0.228347775,0.07456561,0.15626365,0.138337903,0.129009984,0.095449025,0.067771158,0.029886273,0.042637742,0.116436234,0.190457874,0.444382009,0.638245163,0.70822171,0.784942705,0.830585821,0.848216574,0.694338383,0.687657885,0.444721173
Ktr217,0.527034547,0.490039874,0.459935131,0.435022613,0.413604618,0.393983442,0.374461383,0.353976664,0.334011221,0.316682916,0.303516979,0.293668105,0.285698357,0.27843091,0.271733379,0.265734491,0.251377061,0.236125956,0.215451071,0.189771235,0.154482509,0.103305796,0.099384559,0.188963849,0.215686381,0.080923708,0.156650793,0.1384101,0.126727121,0.092954374,0.064135202,0.030892713,0.044978696,0.124116037,0.206580609,0.461939412,0.646094489,0.71514199,0.789483606,0.837656196,0.834991467,0.691877629,0.671524606,0.423648904
Ktr218,0.551236186,0.486297572,0.440390813,0.408958974,0.387445121,0.37129232,0.355943636,0.338117036,0.319630083,0.303575241,0.292204164,0.284405266,0.278226153,0.272110971,0.266090039,0.260590216,0.246885616,0.229163089,0.210551241,0.185761633,0.144778837,0.095089042,0.113879545,0.205176464,0.196750461,0.090686023,0.154758811,0.137397173,0.123965102,0.091191004,0.060444725,0.032747434,0.048390615,0.127145109,0.226024906,0.478665378,0.651676655,0.722102744,0.792372912,0.843491477,0.825350877,0.693186495,0.654274283,0.385040874
Ktr219,0.568053506,0.479126682,0.419988547,0.383538308,0.362675177,0.350298362,0.339307074,0.324424818,0.307672283,0.292894455,0.282929393,0.27658746,0.271672095,0.266444686,0.260998414,0.255884411,0.241953189,0.221909565,0.206666691,0.181657003,0.134871272,0.087724265,0.130553215,0.220422559,0.174867961,0.101742243,0.151371587,0.135606634,0.121080806,0.089899633,0.056677846,0.034995138,0.051933166,0.127807099,0.247533615,0.495045439,0.656262269,0.72898415,0.79465545,0.84825561,0.817839249,0.69621059,0.636229656,0.338414519
Ktr220,0.516725964,0.451792507,0.405151491,0.372851896,0.350942702,0.335472886,0.322491429,0.308991774,0.295745226,0.284467557,0.276366301,0.270616057,0.265883186,0.261091125,0.256191595,0.251393392,0.236115106,0.215452468,0.202930444,0.17679875,0.125699516,0.083362391,0.146923576,0.230920918,0.153918926,0.111700443,0.147478048,0.13353606,0.118460108,0.088724774,0.052799965,0.037115163,0.054416904,0.129213713,0.269522204,0.511552789,0.661363862,0.735732982,0.797739944,0.852472539,0.809835185,0.698570849,0.617269645,0.298655243
Ktr221,0.366374066,0.396043033,0.399534492,0.384491881,0.358558641,0.329378211,0.304594032,0.289809154,0.282465076,0.277962904,0.272636286,0.266549014,0.260697419,0.255794155,0.251417167,0.246860723,0.22916379,0.210552944,0.198691397,0.170652952,0.117881407,0.083768463,0.161233414,0.233615102,0.136820796,0.118850409,0.143923416,0.131649862,0.116342936,0.087355559,0.048797384,0.038688283,0.055253479,0.133674925,0.290835752,0.528563115,0.668020265,0.742303618,0.802524332,0.85662322,0.799163283,0.698682314,0.597359412,0.276770662
Ktr222,0.2056425,0.337556989,0.395719131,0.400053845,0.370486051,0.326940667,0.289342612,0.272466163,0.270483029,0.272414278,0.269651781,0.263070637,0.25591675,0.250636812,0.246480669,0.241898958,0.221920037,0.206668381,0.194161945,0.163184398,0.110747329,0.08916398,0.174624616,0.228347775,0.12264058,0.124208757,0.140978081,0.130279811,0.114385447,0.085659594,0.044740002,0.039701033,0.056258921,0.140293784,0.312037782,0.546062083,0.675375502,0.748680834,0.807863398,0.86101666,0.785432116,0.698136458,0.576809094,0.268257223
Ktr223,0.153057004,0.310495783,0.383518673,0.394634231,0.366351016,0.321177585,0.281622497,0.264451492,0.263459045,0.266696814,0.264772981,0.25852182,0.251334129,0.245786928,0.241202136,0.236087896,0.215461739,0.202930234,0.189770356,0.154482552,0.103305798,0.099384558,0.188963849,0.215686381,0.109482682,0.12947381,0.138768728,0.129724514,0.112097851,0.083549108,0.040718616,0.040241388,0.059850357,0.147371609,0.334121427,0.563937849,0.682099894,0.754857006,0.812101142,0.865918883,0.768696256,0.699318857,0.55601507,0.264733579
Ktr224,0.281698439,0.336077914,0.356766013,0.352831186,0.333341882,0.30736655,0.28397364,0.27001289,0.263459199,0.260068751,0.256348668,0.251809809,0.246713964,0.241268864,0.235465981,0.229242724,0.210544841,0.198686683,0.185763395,0.144778622,0.095089064,0.113879545,0.205176464,0.196750461,0.096137764,0.135873884,0.137389292,0.130107408,0.109126555,0.080969589,0.036874016,0.040426481,0.067769166,0.15370113,0.357673436,0.581932936,0.687268312,0.760854513,0.814194803,0.871043494,0.749464367,0.703527909,0.535159535,0.25840239
Ktr225,0.482868166,0.383750225,0.325372562,0.297249668,0.288896033,0.289826146,0.289554498,0.280434351,0.266174055,0.253320733,0.246681976,0.244107254,0.241706508,0.236533109,0.229414155,0.222120172,0.206637495,0.194152831,0.18166182,0.13487079,0.087724303,0.130553215,0.220422558,0.174867961,0.08414153,0.142757253,0.136802706,0.130851243,0.105662735,0.077999579,0.03354696,0.040490088,0.079053745,0.160040728,0.381655021,0.599207319,0.691573816,0.76681573,0.815554587,0.873894429,0.730061505,0.707713277,0.513567947,0.243802336
Ktr226,0.60242267,0.410016645,0.303269359,0.25999634,0.258013114,0.27513521,0.289178154,0.283758925,0.265700299,0.247626504,0.239064623,0.237153159,0.23593347,0.230886683,0.22325299,0.215712354,0.202885903,0.189760512,0.176804886,0.125698979,0.083362424,0.146923579,0.230920917,0.153918926,0.075715945,0.149002182,0.136939154,0.1312036,0.102033763,0.074750882,0.031128199,0.040695145,0.092066742,0.167640197,0.404621005,0.614775338,0.696114015,0.772913034,0.818203938,0.871423209,0.713266822,0.707737441,0.490351582,0.216056099
Ktr227,0.53502651,0.384849336,0.299631989,0.262798306,0.257772121,0.267977272,0.276837593,0.272002892,0.258026853,0.243689133,0.23565532,0.232134723,0.229222583,0.223963478,0.217199334,0.210721414,0.198648478,0.185758444,0.170657312,0.117881157,0.083768458,0.161233419,0.233615101,0.136820796,0.072595602,0.153633669,0.137633321,0.130572783,0.098549406,0.071323616,0.029921946,0.041311636,0.105134263,0.177604323,0.425458281,0.627825773,0.701728115,0.779160964,0.82355639,0.861818377,0.701324443,0.700576108,0.464894988,0.175003143
Ktr228,0.370576534,0.332093385,0.30461422,0.28586444,0.273569443,0.265454631,0.259245403,0.253075448,0.246711602,0.240328991,0.234080734,0.228031925,0.222225652,0.216704882,0.211512084,0.206689605,0.19413246,0.181662897,0.163185663,0.110747448,0.089163937,0.174624623,0.228347775,0.12264058,0.07456561,0.15626365,0.138337903,0.129009984,0.095449025,0.067771158,0.029886273,0.042637742,0.116436234,0.190457874,0.444382009,0.638245163,0.70822171,0.784942705,0.830585821,0.848216574,0.694338383,0.687657885,0.43767582,0.13935004
Ktr229,0.247777662,0.289062112,0.303614366,0.299024057,0.282880818,0.262774279,0.246294074,0.238859018,0.23720467,0.235895771,0.23083452,0.223272938,0.215800505,0.210379155,0.206460651,0.20286921,0.189757299,0.176807026,0.154481971,0.103306021,0.099384516,0.188963854,0.21568638,0.109482682,0.080923708,0.156650793,0.1384101,0.126727121,0.092954374,0.064135202,0.030892713,0.044978696,0.124116037,0.206580609,0.461939412,0.646094489,0.71514199,0.789483606,0.837656196,0.834991467,0.691877629,0.671524606,0.409445005,0.13252014
Ktr230,0.267681383,0.283456121,0.286590383,0.280685993,0.269344774,0.25616855,0.244759145,0.237687773,0.233403212,0.229323627,0.223536406,0.2168058,0.210565282,0.205862025,0.202198013,0.198688933,0.185763176,0.17065171,0.144779111,0.095088912,0.113879567,0.205176463,0.196750461,0.096137764,0.090686023,0.154758811,0.137397173,0.123965102,0.091191004,0.060444725,0.032747434,0.048390615,0.127145109,0.226024906,0.478665378,0.651676655,0.722102744,0.792372912,0.843491477,0.825350877,0.693186495,0.654274283,0.380987022,0.168628074
Ktr231,0.380725449,0.304525165,0.261738804,0.243577154,0.241251005,0.245971145,0.248948364,0.243702865,0.232992504,0.22188455,0.214310405,0.209657999,0.206179389,0.20245909,0.198411424,0.194283164,0.181673197,0.16316872,0.134873349,0.087723629,0.130553325,0.22042255,0.17486796,0.08414153,0.101742243,0.151371587,0.135606634,0.121080806,0.089899633,0.056677846,0.034995138,0.051933166,0.127807099,0.247533615,0.495045439,0.656262269,0.72898415,0.79465545,0.84825561,0.817839249,0.69621059,0.636229656,0.353220546,0.2245536
Ktr232,0.499694181,0.331906282,0.241815802,0.209003965,0.213051991,0.233541105,0.250052528,0.24749719,0.232104853,0.215434988,0.206406605,0.203376885,0.202062548,0.199083415,0.1946717,0.189962715,0.176831198,0.154457552,0.125701796,0.08336155,0.146923742,0.230920902,0.153918926,0.075715945,0.111700443,0.147478048,0.13353606,0.118460108,0.088724774,0.052799965,0.037115163,0.054416904,0.129213713,0.269522204,0.511552789,0.661363862,0.735732982,0.797739944,0.852472539,0.809835185,0.698570849,0.617269645,0.327097798,0.267867752
Ktr233,0.552597431,0.347906056,0.236410888,0.194087233,0.196910397,0.220855685,0.241898404,0.24208179,0.227720809,0.211198357,0.202130256,0.19906402,0.19778009,0.194928204,0.190635296,0.1858976,0.170702343,0.144756289,0.117880868,0.083767983,0.161233565,0.233615084,0.136820796,0.072595602,0.118850409,0.143923416,0.131649862,0.116342936,0.087355559,0.048797384,0.038688283,0.055253479,0.133674925,0.290835752,0.528563115,0.668020265,0.742303618,0.802524332,0.85662322,0.799163283,0.698682314,0.597359412,0.303205245,0.274481457
Ktr234,0.528347186,0.345509264,0.24244691,0.199205299,0.195829602,0.212364993,0.228856644,0.230140286,0.220213879,0.20786594,0.20000727,0.19603781,0.193479787,0.190307205,0.186301193,0.181694659,0.163237089,0.134857382,0.110744193,0.089163954,0.174624715,0.22834776,0.122640581,0.07456561,0.124208757,0.140978081,0.130279811,0.114385447,0.085659594,0.044740002,0.039701033,0.056258921,0.140293784,0.312037782,0.546062083,0.675375502,0.748680834,0.807863398,0.86101666,0.785432116,0.698136458,0.576809094,0.280666318,0.253665191
Ktr235,0.431080966,0.320370227,0.253680051,0.220550881,0.210523165,0.213137347,0.217933871,0.216774445,0.210805813,0.203495982,0.197618724,0.193170872,0.189455022,0.185814308,0.181754008,0.176819935,0.154507223,0.125691869,0.103304703,0.099384422,0.188963907,0.215686374,0.109482682,0.080923708,0.12947381,0.138768728,0.129724514,0.112097851,0.083549108,0.040718616,0.040241388,0.059850357,0.147371609,0.334121427,0.563937849,0.682099894,0.754857006,0.812101142,0.865918883,0.768696256,0.699318857,0.55601507,0.258238688,0.223029323
Ktr236,0.275666245,0.272837292,0.264509893,0.252575408,0.238925193,0.225450608,0.21404301,0.206064296,0.200758517,0.196840262,0.193219551,0.189588127,0.185833162,0.181772147,0.176943844,0.17081733,0.144735756,0.11787179,0.095097142,0.113878351,0.205176527,0.196750466,0.096137763,0.090686024,0.135873884,0.137389292,0.130107408,0.109126555,0.080969589,0.036874016,0.040426481,0.067769166,0.15370113,0.357673436,0.581932936,0.687268312,0.760854513,0.814194803,0.871043494,0.749464367,0.703527909,0.535159535,0.235340249,0.19797916
Ktr237,0.119890303,0.222034887,0.271909626,0.282765122,0.267851979,0.2404208,0.213722188,0.198002927,0.191494525,0.189424671,0.1877601,0.185423727,0.182077516,0.177418344,0.171282751,0.163542192,0.134750619,0.110733195,0.087743512,0.130550736,0.220422641,0.174867977,0.084141528,0.101742243,0.142757253,0.136802706,0.130851243,0.105662735,0.077999579,0.03354696,0.040490088,0.079053745,0.160040728,0.381655021,0.599207319,0.691573816,0.76681573,0.815554587,0.873894429,0.730061505,0.707713277,0.513567947,0.214029779,0.185099784
Ktr238,0.032270375,0.191781467,0.273495839,0.296864975,0.281340362,0.246373487,0.211415835,0.191561691,0.184476532,0.183468634,0.182864573,0.181064128,0.177485374,0.171719266,0.16404827,0.154927725,0.125530974,0.103293134,0.083387625,0.14692058,0.230920987,0.15391895,0.075715941,0.111700444,0.149002182,0.136939154,0.1312036,0.102033763,0.074750882,0.031128199,0.040695145,0.092066742,0.167640197,0.404621005,0.614775338,0.696114015,0.772913034,0.818203938,0.871423209,0.713266822,0.707737441,0.490351582,0.197026276,0.188771219
Ktr239,0.058135352,0.197903956,0.267740735,0.285419687,0.268714812,0.23540011,0.203249581,0.185923147,0.180624433,0.180442986,0.179579109,0.176676119,0.171488089,0.163967047,0.154856838,0.145099262,0.117722189,0.095089374,0.083789652,0.161231328,0.233615093,0.136820819,0.072595599,0.11885041,0.153633669,0.137633321,0.130572783,0.098549406,0.071323616,0.029921946,0.041311636,0.105134263,0.177604323,0.425458281,0.627825773,0.701728115,0.779160964,0.82355639,0.861818377,0.701324443,0.700576108,0.464894988,0.186442604,0.210050738
Ktr240,0.150060749,0.224263165,0.256538975,0.258173063,0.240450315,0.214655616,0.192073851,0.18111469,0.178686948,0.178824226,0.17663757,0.171547819,0.164053257,0.154756875,0.144680494,0.134950641,0.110634464,0.087742547,0.089175179,0.174624193,0.228347665,0.122640598,0.074565608,0.124208757,0.15626365,0.138337903,0.129009984,0.095449025,0.067771158,0.029886273,0.042637742,0.116436234,0.190457874,0.444382009,0.638245163,0.70822171,0.784942705,0.830585821,0.848216574,0.694338383,0.687657885,0.43767582,0.181967086,0.236704607
Ktr241,0.237433737,0.246728376,0.242640833,0.229668679,0.212309486,0.195060826,0.182420271,0.177374921,0.17687,0.176340264,0.172195755,0.164747679,0.155282531,0.145009704,0.134830176,0.125567825,0.103244207,0.083394,0.099386149,0.18896483,0.215686202,0.109482694,0.080923707,0.12947381,0.156650793,0.1384101,0.126727121,0.092954374,0.064135202,0.030892713,0.044978696,0.124116037,0.206580609,0.461939412,0.646094489,0.71514199,0.789483606,0.837656196,0.834991467,0.691877629,0.671524606,0.409445005,0.182681912,0.25317634
Ktr242,0.265975789,0.247099143,0.228596555,0.211430091,0.196561818,0.184953802,0.17756811,0.174657182,0.173634961,0.171205764,0.164922402,0.155731671,0.145428861,0.135508523,0.126262263,0.117680948,0.095057528,0.083801664,0.113876911,0.205177833,0.196750287,0.096137772,0.090686023,0.135873884,0.154758811,0.137397173,0.123965102,0.091191004,0.060444725,0.032747434,0.048390615,0.127145109,0.226024906,0.478665378,0.651676655,0.722102744,0.792372912,0.843491477,0.825350877,0.693186495,0.654274283,0.380987022,0.187482336,0.249452385
Ktr243,0.246745586,0.230896108,0.216156275,0.202900777,0.191504306,0.182341555,0.175787214,0.171773785,0.168465001,0.163582404,0.155538025,0.145505852,0.135350361,0.126484474,0.118514907,0.110596822,0.087699334,0.089189803,0.130551436,0.220423539,0.17486784,0.084141537,0.101742243,0.142757253,0.151371587,0.135606634,0.121080806,0.089899633,0.056677846,0.034995138,0.051933166,0.127807099,0.247533615,0.495045439,0.656262269,0.72898415,0.79465545,0.84825561,0.817839249,0.69621059,0.636229656,0.353220546,0.194515874,0.237690909
Ktr244,0.20713611,0.209570186,0.206870098,0.200504194,0.191940823,0.182648333,0.174095074,0.167251781,0.161098737,0.154118613,0.145276079,0.1354638,0.12605644,0.118030736,0.110771703,0.10326643,0.083324232,0.099399264,0.1469261,0.230921229,0.153918866,0.075715953,0.111700443,0.149002182,0.147478048,0.13353606,0.118460108,0.088724774,0.052799965,0.037115163,0.054416904,0.129213713,0.269522204,0.511552789,0.661363862,0.735732982,0.797739944,0.852472539,0.809835185,0.698570849,0.617269645,0.327097798,0.201743106,0.235593013
Ktr245,0.17185977,0.193067613,0.201637085,0.200592161,0.192956814,0.181755019,0.17001075,0.160074719,0.15160459,0.143584766,0.13522716,0.126653731,0.118213947,0.11018219,0.102532494,0.095163805,0.083704001,0.113884491,0.161241678,0.233614888,0.136820769,0.072595611,0.118850408,0.153633669,0.143923416,0.131649862,0.116342936,0.087355559,0.048797384,0.038688283,0.055253479,0.133674925,0.290835752,0.528563115,0.668020265,0.742303618,0.802524332,0.85662322,0.799163283,0.698682314,0.597359412,0.303205245,0.207591528,0.25468409
